AgeGroup,AVERAGE of SeriousDlqin2yrs,,,,
<30,0.1146010187,,,,
30-40,0.1049802938,,,,
40-50,0.07846193817,,,,
50-65,0.0572761194,,,,
65+,0.02390131072,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
IncomeQuartile,AVERAGE of SeriousDlqin2yrs,,,,
"(-0.001, 3879.0]",0.08948545861,,,,
"(3879.0, 5351.0]",0.0835117773,,,,
"(5351.0, 7385.25]",0.06069553806,,,,
"(7385.25, 251608.0]",0.04834503511,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
UtilGroup,AVERAGE of SeriousDlqin2yrs,,,,
0-10%,0.02034700315,,,,
10-30%,0.03431210822,,,,
30-50%,0.05455568054,,,,
50-70%,0.1041198502,,,,
70-100%,0.1916058394,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Number Of Time 30-59 Days Past Due Not Worse,AVERAGE of SeriousDlqin2yrs,,,,
0,0.04417549168,,,,
1,0.1477069684,,,,
2,0.2644135189,,,,
3,0.3817204301,,,,
4,0.3409090909,,,,
5,0.2368421053,,,,
6,0.3076923077,,,,
7,0.3333333333,,,,
8,0.75,,,,
9,0,,,,
10,0.4666666667,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
AVERAGE of SeriousDlqin2yrs,,,,,
0.06968044636,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
SeriousDlqin2yrs,COUNT of SeriousDlqin2yrs,,,,
0,14673,,,,
1,1099,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
NumberOfTimes90DaysLate,AVERAGE of SeriousDlqin2yrs,,,,
0,0.04729183508,,,,
1,0.3708838821,,,,
2,0.4678362573,,,,
3,0.5584415584,,,,
4,0.5833333333,,,,
5,0.6666666667,,,,
6,0.6,,,,
7,0.875,,,,
8,0.6666666667,,,,
9,0.5,,,,
10,0.46875,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Total Late Payments,AVERAGE of SeriousDlqin2yrs,,,,
0,0.04261986838,,,,
1,0.05844535359,,,,
2,0.07082273113,,,,
3,0.1179487179,,,,
4,0.2631578947,,,,
5,0.253164557,,,,
6,0.2608695652,,,,
7,0.3571428571,,,,
8,0.5263157895,,,,
9,0.5714285714,,,,
10,0,,,,
11,1,,,,
12,1,,,,
13,0.5,,,,
20,0.4090909091,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
NumberOfOpenCreditLinesAndLoans,AVERAGE of SeriousDlqin2yrs,,,,
0,0.2477477477,,,,
1,0.1463414634,,,,
2,0.1092985318,,,,
3,0.08765859285,,,,
4,0.07023705004,,,,
5,0.07484567901,,,,
6,0.05754385965,,,,
7,0.05915492958,,,,
8,0.04682779456,,,,
9,0.06421299922,,,,
10,0.05099150142,,,,
11,0.05849889625,,,,
12,0.05795148248,,,,
13,0.03986710963,,,,
14,0.06986027944,,,,
15,0.0880195599,,,,
16,0.04573170732,,,,
17,0.07924528302,,,,
18,0.06849315068,,,,
19,0.06358381503,,,,
20,0.1111111111,,,,
21,0.075,,,,
22,0.078125,,,,
23,0.06666666667,,,,
24,0.1111111111,,,,
25,0.05882352941,,,,
26,0.0303030303,,,,
27,0.0625,,,,
28,0,,,,
29,0.07142857143,,,,
30,0.3076923077,,,,
31,0,,,,
32,0,,,,
33,0.125,,,,
34,0,,,,
35,0,,,,
37,0,,,,
38,0,,,,
39,0.5,,,,
41,0,,,,
42,0,,,,
43,0,,,,
45,0,,,,
46,0,,,,
47,0,,,,
48,0,,,,
52,0,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
NumberRealEstateLoansOrLines,AVERAGE of SeriousDlqin2yrs,,,,
0,0.0910635406,,,,
1,0.05206967597,,,,
2,0.05702005731,,,,
3,0.06586826347,,,,
4,0.07894736842,,,,
5,0.09638554217,,,,
6,0.25,,,,
7,0.1428571429,,,,
8,0.1818181818,,,,
9,0.2857142857,,,,
10,0,,,,
12,0,,,,
13,0.5,,,,
15,0,,,,
25,0,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
NumberOfDependents,AVERAGE of SeriousDlqin2yrs,,,,
0,0.06203072658,,,,
1,0.06918641896,,,,
2,0.07669740151,,,,
3,0.1005291005,,,,
4,0.1081871345,,,,
5,0.06,,,,
6,0.2777777778,,,,
7,0.1428571429,,,,
8,0,,,,
10,0,,,,
,,,,,
,,,,,
AVERAGE of SeriousDlqin2yrs,UtilGroup,,,,
AgeGroup,0-10%,10-30%,30-50%,50-70%,70-100%
<30,0.0248447205,0.04891304348,0.06611570248,0.1086956522,0.2178649237
30-40,0.02860696517,0.03903345725,0.06376811594,0.1240310078,0.2304964539
40-50,0.025,0.03645833333,0.05367793241,0.1283292978,0.1830508475
50-65,0.02261640798,0.03105590062,0.05287009063,0.0846325167,0.1707035755
65+,0.00893388922,0.02657004831,0.03401360544,0.0487804878,0.1082251082